19.949 54.7143
-86.5327 -12.8305
-34.7287 79.8404
72.1066 -78.9247
-22.6975 -34.8075
-49.3311 25.6997
-82.6953 64.146
-29.9355 39.6521
12.8181 75.0475
-35.9328 -34.1771
-88.9304 -10.2215
-27.9039 12.411
-88.0351 -6.27181
33.3406 -27.322
70.8401 39.5186
50.3416 -37.7272
44.3295 -8.66212
-31.1863 8.90954
84.4199 99.7829
31.1133 16.2256
-76.3043 14.9971
9.76891 9.20061
-72.9418 35.1402
-8.46622 66.9019
83.396 81.5074
7.43842 -51.6712
-80.7029 89.5239
64.0676 94.2398
73.0517 -84.8103
-86.101 -14.4883
-38.7581 42.1505
85.0105 -75.7288
-10.1944 25.4943
45.2442 99.4524
-78.2206 -23.0244
82.6577 -45.1579
55.9443 36.8447
65.6722 13.8326
-78.2797 35.3231
-12.6172 -10.3057
-86.5709 -92.8397
38.0447 22.0241
98.0952 54.6494
22.2538 45.3577
52.7308 24.8685
78.9507 6.73689
72.4455 -30.0218
-40.4297 -55.4549
14.9122 13.0953
-22.5906 3.17207
31.2096 2.97328
79.7393 -23.8879
-85.5418 -97.6462
-32.6203 72.8363
58.5834 63.3278
-63.9734 61.1347
-32.6599 66.7142
-58.7633 -21.3381
17.5081 -45.3312
-88.529 82.6724
66.8768 92.6058
64.9169 6.71332
-34.6671 83.5611
-18.2231 9.02409
-73.6647 48.7645
24.5723 36.9479
-48.6271 -99.5608
-14.3061 -49.3087
4.00537 -34.4473
-18.1337 -65.3199
-94.7464 61.9245
1.44298 -14.9323
-34.0205 85.0601
52.6093 -80.938
71.9921 -14.7733
-9.78998 -17.1633
1.08427 -5.56609
-0.774216 51.7173
-60.2544 -78.418
-65.2208 -52.2951
-49.2193 -78.551
35.3151 -20.2432
-69.5065 -56.6202
81.1718 62.7045
-25.6002 41.5137
-83.1148 26.2742
65.1401 -54.6488
-45.2334 -40.5435
-9.5892 47.0296
-0.553024 84.8259
6.93952 -98.8454
58.8578 48.1119
-59.0803 72.7789
24.0688 -71.2508
63.4075 -6.76787
9.04149 61.7845
19.2824 64.958
-72.6661 11.6763
16.9164 -39.441
-17.9079 34.3916
5.08539 -74.9611
-3.95144 -99.8029
98.2685 99.8335
6.46557 81.2554
-16.2518 38.1199
77.2854 6.38763
-54.0808 -77.2808
48.4456 73.1573
54.8726 62.1061
-86.5041 16.9168
-78.2119 -49.7544
67.1186 -58.607
95.2137 58.5634
36.1877 -79.4363
-64.8086 -12.4741
41.3103 48.2687
77.1003 57.5972
49.9574 91.9176
66.8663 24.5572
-18.8471 38.2043
-23.1097 -99.2682
-37.2972 12.1621
-50.1723 -96.0828
-20.0486 54.2269
