3.567948550672682 97.78488066021279
98.81303349848818 99.7694820630648
99.54354759333168 34.86613007460295
99.56451597741955 -12.336016716453571
76.91090706962626 -84.50082621618932
69.99953161191542 -97.80578224213659
25.841900169989174 -98.75441763616656
-63.812303238311905 -97.79120373563295
-78.42184476665032 -74.93565442255314
-82.90954658646999 -56.43356093721599
-89.11592161821173 55.13862377656312
-84.21746280402122 78.02324297460385
-78.76473312341683 92.2443728869136
3.567948550672682 97.78488066021279
